,closed,volume,ema6,ema12,ema26,macd,wrsi6,K9,D9
5541,139.5,24547614.0,138.06882585244364,137.25974798746554,137.63592554593146,-1.0404368374305304,61.72366590687648,83.28742650236018,75.50376330874381
5542,140.0,37913413.0,138.58755056829577,137.65395665622128,137.7889312731675,-0.8593443933336662,63.68077575387327,86.47733195395442,79.16161952381401
5543,143.0,57557576.0,139.64170037886385,138.33663054685107,138.09362886753922,-0.6388751788045639,73.45364781945582,90.98488796930296,83.10270900564366
5544,142.0,11865065.0,140.4278002525759,138.9471921223759,138.3941189546516,-0.40048550949878975,66.31586870421614,90.48115338304409,85.56219046477713
5545,144.0,43828461.0,141.41020016838394,139.6851601019799,138.77726365044762,-0.1388091172925756,72.68597500941131,93.65410225536273,88.25949439497232
5546,142.5,25400755.0,141.85680011225597,140.19596675164993,139.08285875425935,0.11157430564405661,62.11405808465305,87.92626424867319,88.14841767953926
5547,146.0,71652894.0,143.11286674150398,141.10080562637495,139.5861003885471,0.3922004920808162,73.07803133126481,91.9508428324488,89.4158927305091
5548,145.0,77064578.0,143.61691116100266,141.68817135531245,139.97370805096654,0.6566530545338354,66.48166222233988,89.37073732689568,89.40084092930464
5549,147.5,56361967.0,144.78627410733512,142.59430946276038,140.52380743166142,0.9394228498468591,73.62410241466279,91.24715821793045,90.01628002551324
5550,148.0,38486773.0,145.85751607155674,143.49525788563366,141.09889916768745,1.23081002346673,74.90738219855531,91.13446911498393,90.38900972200348
5551,151.0,61877408.0,147.44667738103783,144.68354823802807,141.8316761547884,1.555022435421318,81.41707701034156,94.08964607665594,91.6225551735543
5552,151.0,37444703.0,148.46445158735855,145.65295686502338,142.49847029672776,1.874915261996179,81.41707701034157,96.05976405110395,93.10162479940419
5553,151.0,29751439.0,149.30963439157236,146.54413072085282,143.1524341200564,2.178271529756228,81.41707701034157,92.82772148861476,93.01032369580771
5554,149.5,22500491.0,149.4564229277149,147.07844226737734,143.65993918774436,2.426317839731579,66.50935921751051,86.12757190150074,90.7160730977054
5555,148.0,22082824.0,149.0959486184766,147.29453522281446,144.0226361733025,2.5954340816876575,54.52821754030997,76.46600031528621,85.966048836899
5556,150.5,25233069.0,149.43896574565107,147.76627935234538,144.49204877535615,2.731193380747971,66.57185580036146,77.96146052765113,83.29785273381638
5557,149.0,46425984.0,149.41764383043406,148.0343994602878,144.86766040802107,2.818302515051724,55.90989879956854,68.64097368510075,78.4122263842445
5558,152.0,44046047.0,149.9867625536227,148.54949955023983,145.3489942227887,2.894743077531607,68.15166818708565,76.0636794264308,77.6293773983066
5559,153.0,36101650.0,151.11617503574846,149.35374962519987,145.96637928257417,2.993268530550426,71.33521854886148,77.3757862842872,77.5448470269668
5560,154.0,28867121.0,152.03578335716563,150.10729135433323,146.57473472237615,3.1011261508317562,74.40534056748045,82.69496863396925,79.26155422930096
5561,152.5,37794356.0,152.19052223811042,150.50607612861103,147.03052435911644,3.1760112745643223,62.379361776620016,79.57442353375728,79.36584399745307
5562,152.0,24052580.0,152.1686814920736,150.77589677384253,147.42240710072286,3.2115069542753916,58.59136228722959,75.27183791139375,78.00117530209997
5563,152.0,40643284.0,151.90412099471573,150.87574731153543,147.72645270835957,3.1990644840554854,58.59136228722959,72.40344749648472,76.13526603356155
